,titleType,primaryTitle,startYear,genres,averageRating,numVotes
3488,movie,Davaro: Son Eskiya,1981.0,Adventure Comedy Drama,8.1,8229
3490,movie,Atharintiki Daaredi,2013.0,Action Comedy Drama,7.2,8222
3492,movie,The Official Story,1985.0,Drama History War,7.7,8215
3493,movie,Always,2011.0,Action Drama Romance,7.8,8214
3495,movie,Not One Less,1999.0,Drama,7.7,8209
3496,movie,Antonia's Line,1995.0,Comedy Drama,7.4,8205
3497,movie,Pokkiri,2007.0,Action Crime Thriller,7.2,8204
3499,movie,A Midnight Clear,1992.0,Drama War,7.1,8196
3500,movie,Butterfly,1999.0,Drama,7.6,8188
3501,movie,The Roundup,2010.0,Drama History War,7.1,8187
3503,movie,Going Places,1974.0,Action Comedy Crime,7.3,8179
3506,movie,The Treatment,2014.0,Mystery Thriller,7.2,8168
3507,movie,Oasis,2002.0,Drama Romance,7.9,8166
3508,movie,Trick,1999.0,Comedy Music Romance,7.1,8162
3509,movie,The Buddy Holly Story,1978.0,Biography Drama Music,7.2,8160
3511,movie,The Third Half,2012.0,Drama History Romance,7.7,8153
3512,movie,Project Nim,2011.0,Documentary,7.4,8148
3513,movie,Stander,2003.0,Action Biography Crime,7.1,8148
3514,movie,The God of Cookery,1996.0,Action Comedy Fantasy,7.3,8147
3515,movie,A Cop,1972.0,Crime Thriller,7.1,8142
3516,movie,No End in Sight,2007.0,Documentary War,8.2,8139
3517,movie,Office Romance,1977.0,Comedy Drama Romance,8.3,8133
3518,movie,Ab Tak Chhappan,2004.0,Action Crime Drama,7.8,8130
3519,movie,The Blue Bead,1975.0,Comedy Crime Drama,7.8,8126
3520,movie,The General,1998.0,Biography Crime Drama,7.3,8117
3523,movie,Il Mare,2000.0,Drama Fantasy Romance,7.6,8109
3524,movie,Khaleja,2010.0,Action Comedy Fantasy,7.5,8107
3528,movie,Don't Torture a Duckling,1972.0,Horror Mystery Thriller,7.1,8103
3530,movie,We Are Not Angels,1992.0,Comedy Fantasy Romance,8.4,8091
3531,movie,The Five Obstructions,2003.0,Documentary,7.5,8081
3532,movie,The Inventor: Out for Blood in Silicon Valley,2019.0,Documentary,7.1,8079
3533,movie,The Front,1976.0,Drama,7.3,8078
3535,movie,Sound of Metal,2019.0,Drama Music,7.8,8072
3538,movie,The Phantom of the Opera at the Royal Albert Hall,2011.0,Drama Music Musical,8.8,8071
3539,movie,Drowning by Numbers,1988.0,Comedy Drama,7.2,8068
3542,movie,Street Fighter II: The Animated Movie,1994.0,Action Adventure Animation,7.3,8053
3543,movie,Female Trouble,1974.0,Comedy Crime,7.3,8048
3545,movie,Ghilli,2004.0,Action Romance,7.6,8038
3547,movie,Custody,2017.0,Drama,7.5,8035
3551,movie,Kitchen Stories,2003.0,Comedy Drama,7.3,7992
3552,movie,El infierno,2010.0,Action Comedy Crime,7.8,7990
3553,movie,The Interview,1998.0,Crime Drama Thriller,7.1,7989
3557,movie,La Chevre,1981.0,Adventure Comedy Crime,7.4,7977
3559,movie,Shaitan,2011.0,Action Crime Drama,7.2,7962
3562,movie,Odds and Evens,1978.0,Action Comedy Crime,7.3,7944
3563,movie,Red Sorghum,1988.0,Drama History Romance,7.4,7943
3564,movie,Metro Manila,2013.0,Crime Drama,7.6,7941
3565,movie,The Man from Snowy River,1982.0,Adventure Drama Romance,7.3,7940
3566,movie,Three Men and a Leg,1997.0,Comedy,7.6,7933
3567,movie,A Dirty Carnival,2006.0,Action Crime Drama,7.4,7931
3571,movie,Yennai Arindhaal,2015.0,Action Thriller,7.3,7922
3572,movie,Simon,2004.0,Comedy Drama,7.9,7919
3574,movie,American Me,1992.0,Biography Crime Drama,7.2,7914
3576,movie,See You Up There,2017.0,Comedy Crime Drama,7.5,7896
3577,movie,Petta,2019.0,Action Drama,7.2,7893
3580,movie,In Search of a Midnight Kiss,2007.0,Comedy Romance,7.2,7886
3581,movie,Child's Pose,2013.0,Drama,7.4,7883
3582,movie,Mostly Martha,2001.0,Comedy Drama Romance,7.2,7881
3585,movie,All About Lily Chou-Chou,2001.0,Crime Drama Music,7.6,7880
3586,movie,Uppi 2,2015.0,Action Mystery Thriller,8.0,7876
3587,movie,The Scent of Green Papaya,1993.0,Drama Music Romance,7.4,7866
3591,movie,The Traitor,2019.0,Biography Crime Drama,7.1,7859
3593,movie,The Class of '92,2013.0,Documentary Sport,8.0,7856
3594,movie,Woman at War,2018.0,Adventure Comedy Drama,7.4,7854
3595,movie,Cargo 200,2007.0,Crime Drama Thriller,7.1,7850
3596,movie,Bus 174,2002.0,Crime Documentary,7.8,7846
3597,movie,The Blue Elephant 2,2019.0,Crime Drama Horror,8.2,7843
3598,movie,Worlds Apart,2015.0,Drama Romance,7.4,7842
3602,movie,Sigur Rós: Heima,2007.0,Documentary Music,8.5,7833
3603,movie,Looking for Richard,1996.0,Documentary Drama,7.3,7831
3608,movie,Baran,2001.0,Drama Romance,7.8,7812
3612,movie,The Music Never Stopped,2011.0,Drama Music,7.5,7804
3613,movie,The Yakuza,1974.0,Action Crime Drama,7.2,7792
3614,movie,The Call of Cthulhu,2005.0,Fantasy Horror Mystery,7.2,7792
3615,movie,The Dance of Reality,2013.0,Biography Drama Fantasy,7.5,7787
3616,movie,Goodachari,2018.0,Action Thriller,7.8,7784
3617,movie,The Decline of the American Empire,1986.0,Comedy Drama,7.2,7783
3619,movie,Peppermint Candy,1999.0,Drama,7.7,7777
3620,movie,George Washington,2000.0,Drama,7.3,7772
3623,movie,To Be and to Have,2002.0,Documentary Family,7.8,7759
3624,movie,Lemmy,2010.0,Biography Documentary Music,7.8,7754
3626,movie,Powaqqatsi,1988.0,Documentary Music,7.3,7751
3628,movie,Inside,2012.0,Drama,7.2,7749
3629,movie,Duma,2005.0,Adventure Drama Family,7.2,7745
3630,movie,Don't Move,2004.0,Drama Romance,7.1,7740
3633,movie,The Hunters,1996.0,Crime Thriller,7.1,7737
3634,movie,Jersey,2019.0,Drama Sport,8.5,7732
3636,movie,Tim's Vermeer,2013.0,Documentary History,7.9,7731
3637,movie,Dark Blue Almost Black,2006.0,Drama,7.2,7731
3638,movie,Happy People: A Year in the Taiga,2010.0,Documentary,7.7,7723
3639,movie,Best Worst Movie,2009.0,Comedy Documentary Drama,7.3,7718
3640,movie,The Song Remains the Same,1976.0,Documentary Music,7.7,7716
3641,movie,Pocket Hercules: Naim Süleymanoglu,2019.0,Biography Drama Sport,8.4,7705
3642,movie,Virgin Mountain,2015.0,Drama,7.4,7700
3643,movie,My Name Is Joe,1998.0,Drama Romance,7.5,7697
3644,movie,Krisha,2015.0,Drama,7.2,7696
3645,movie,Mommy Dead and Dearest,2017.0,Crime Documentary,7.4,7692
3651,movie,Minding the Gap,2018.0,Documentary,8.1,7673
3652,movie,The Winter War,1989.0,Drama History War,7.7,7668
3653,movie,Dragon Ball Z: Wrath of the Dragon,1995.0,Action Animation Sci-Fi,7.5,7658
3654,movie,1776,1972.0,Drama Family History,7.6,7657
3655,movie,"Ugly, Dirty and Bad",1976.0,Comedy Drama,7.8,7653
3658,movie,A Brighter Summer Day,1991.0,Crime Drama Romance,8.4,7646
3659,movie,Secret,2007.0,Drama Fantasy Music,7.5,7644
3660,movie,Bent,1997.0,Drama History Romance,7.2,7643
3663,movie,Patema Inverted,2013.0,Adventure Animation Drama,7.4,7624
3665,movie,Hababam Sinifi Dokuz Doguruyor,1978.0,Comedy Drama Romance,7.3,7622
3666,movie,The Union: The Business Behind Getting High,2007.0,Documentary,8.2,7613
3667,movie,Never Cry Wolf,1983.0,Adventure Drama,7.5,7612
3668,movie,Fat City,1972.0,Drama Sport,7.3,7611
3669,movie,The Music Man,2007.0,Drama Musical Romance,7.5,7609
3675,movie,The Message,1976.0,Biography Drama History,9.0,7587
3677,movie,Out in the Dark,2012.0,Crime Drama Romance,7.5,7581
3679,movie,Sachin - A Billion Dreams,2017.0,Documentary Sport,8.6,7576
3680,movie,Generation Iron,2013.0,Documentary Drama Sport,7.1,7575
3681,movie,Save the Green Planet!,2003.0,Comedy Sci-Fi Thriller,7.3,7574
3684,movie,Minuscule: Valley of the Lost Ants,2013.0,Adventure Animation Family,7.1,7571
3685,movie,Lawn Dogs,1997.0,Drama,7.5,7568
3686,movie,The Art of Flight,2011.0,Adventure Documentary Sport,8.2,7566
3687,movie,Pearl Jam Twenty,2011.0,Documentary History Music,8.3,7566
3688,movie,"Faraway, So Close!",1993.0,Drama Fantasy Romance,7.3,7564
3689,movie,The Ax,2005.0,Comedy Crime Drama,7.4,7563
3690,movie,Chaar Sahibzaade,2014.0,Animation History,7.9,7556
3691,movie,Ju Dou,1990.0,Drama Romance,7.6,7554
3692,movie,Khiladi,1992.0,Action Mystery Romance,7.2,7551
3693,movie,A Town Called Panic,2009.0,Adventure Animation Comedy,7.5,7551
3694,movie,Beneath Hill 60,2010.0,Drama History War,7.1,7551
3695,movie,Charlie,2015.0,Drama Musical Thriller,7.9,7545
3696,movie,The Whiskey Bandit,2017.0,Action Biography Crime,7.5,7544
3697,movie,Gonzo,2008.0,Biography Documentary Music,7.7,7543
3698,movie,The Mafia Kills Only in Summer,2013.0,Comedy Crime,7.1,7542
3701,movie,O Lucky Man!,1973.0,Comedy Drama Fantasy,7.7,7536
3703,movie,Human,2015.0,Documentary,8.7,7528
3704,movie,Helvetica,2007.0,Documentary,7.2,7528
3707,movie,Straight Time,1978.0,Crime Drama,7.4,7524
3708,movie,Gregory's Girl,1980.0,Comedy Drama Romance,7.1,7520
3709,movie,The Banishment,2007.0,Drama Romance,7.6,7512
3711,movie,The King's Choice,2016.0,Biography Drama History,7.1,7510
3712,movie,Hara-Kiri: Death of a Samurai,2011.0,Drama,7.3,7507
3713,movie,King of the Hill,1993.0,Drama History,7.4,7505
3715,movie,10 Rillington Place,1971.0,Biography Crime Drama,7.6,7503
3717,movie,Samsara,2001.0,Adventure Drama Romance,7.8,7502
3718,movie,Phoebe in Wonderland,2008.0,Drama,7.1,7501
3719,movie,The In-Laws,1979.0,Action Adventure Comedy,7.3,7498
3720,movie,California Dreamin',2007.0,Comedy Drama War,7.8,7497
3721,movie,Crows Zero,2007.0,Action Comedy Crime,7.1,7495
3723,movie,The Other Me,2016.0,Crime Drama Mystery,7.9,7494
3724,movie,Racing Extinction,2015.0,Adventure Documentary News,8.3,7492
3727,movie,On My Skin: The Last Seven Days of Stefano Cucchi,2018.0,Biography Drama,7.3,7465
3728,movie,Sonchiriya,2019.0,Action Crime Drama,7.9,7465
3733,movie,Mardaani 2,2019.0,Action Crime Drama,7.4,7452
3735,movie,Mifune,1999.0,Comedy Drama Romance,7.1,7441
3736,movie,A Time for Drunken Horses,2000.0,Drama War,7.7,7441
3737,movie,Active Measures,2018.0,Documentary,7.9,7440
3739,movie,The Names of Love,2010.0,Comedy Drama Romance,7.2,7436
3741,movie,Pauline at the Beach,1983.0,Comedy Drama Romance,7.4,7434
3742,movie,Truly Madly Deeply,1990.0,Comedy Drama Fantasy,7.2,7430
3746,movie,The Crazy Stranger,1997.0,Comedy Drama Music,7.7,7422
3747,movie,French Fried Vacation 2,1979.0,Comedy,7.5,7418
3749,movie,Bliss,2007.0,Drama,7.5,7411
3751,movie,Offside,2006.0,Comedy Drama Sport,7.3,7410
3752,movie,Equus,1977.0,Drama Mystery,7.2,7409
3753,movie,"1,000 Times Good Night",2013.0,Drama War,7.1,7395
3754,movie,The September Issue,2009.0,Documentary,7.1,7393
3755,movie,Earth,1998.0,Drama Romance War,7.7,7392
3758,movie,Rosewood,1997.0,Action Drama History,7.2,7382
3759,movie,Mao's Last Dancer,2009.0,Biography Drama Music,7.3,7380
3760,movie,A Peck on the Cheek,2002.0,Action Drama War,8.4,7374
3762,movie,Didn't Think of It,2005.0,Comedy Romance,7.4,7371
3765,movie,I Served the King of England,2006.0,Comedy Drama Romance,7.4,7341
3766,movie,Still Life,2013.0,Drama,7.4,7340
3767,movie,The Legend,1993.0,Action Comedy History,7.2,7335
3768,movie,The Winslow Boy,1999.0,Drama Romance,7.3,7334
3769,movie,In My Father's Den,2004.0,Drama Mystery Thriller,7.5,7332
3772,movie,Sakar Sakir,1977.0,Comedy,8.1,7317
3773,movie,The Story of Adele H,1975.0,Biography Drama History,7.3,7317
3774,movie,Visaaranai,2015.0,Crime Drama Thriller,8.5,7313
3775,movie,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975.0,Drama,7.8,7311
3777,movie,Matewan,1987.0,Drama History,7.9,7305
3778,movie,Rehnaa Hai Terre Dil Mein,2001.0,Musical Romance,7.5,7304
3779,movie,The Tall Blond Man with One Black Shoe,1972.0,Comedy Mystery,7.3,7296
3782,movie,Arabesque,1988.0,Comedy Musical,8.1,7288
3783,movie,Queen of Hearts,2019.0,Drama,7.1,7285
3785,movie,The Cuckoo,2002.0,Comedy Drama War,7.8,7269
3788,movie,Tower,2016.0,Animation Crime Documentary,8.0,7258
3791,movie,Into the Inferno,2016.0,Documentary,7.2,7248
3794,movie,Love Per Square Foot,2018.0,Comedy Romance,7.2,7245
3795,movie,Dragons Forever,1988.0,Action Comedy Romance,7.2,7245
3796,movie,Ala Vaikunthapurramuloo,2020.0,Action Drama,7.1,7242
3798,movie,The Ballad of Narayama,1983.0,Drama,7.9,7238
3799,movie,Innocent Voices,2004.0,Drama Thriller War,7.9,7237
3800,movie,Heroic Losers,2019.0,Adventure Comedy Crime,7.3,7233
3802,movie,The Armstrong Lie,2013.0,Biography Documentary Sport,7.3,7221
3803,movie,The Promise,1996.0,Comedy Drama,7.8,7220
3804,movie,Blue Collar,1978.0,Crime Drama,7.5,7215
3806,movie,Prince of the City,1981.0,Crime Drama,7.5,7203
3807,movie,The Dreamlife of Angels,1998.0,Drama,7.4,7203
3808,movie,I Am David,2003.0,Adventure Drama,7.2,7200
3809,movie,Neighboring Sounds,2012.0,Drama Thriller,7.2,7196
3812,movie,The Woman Next Door,1981.0,Drama Romance,7.3,7192
3814,movie,The Piano Player,1999.0,Drama Romance,7.8,7189
3816,movie,Beynelmilel,2006.0,Comedy Drama Music,7.2,7182
3817,movie,The Secret of Roan Inish,1994.0,Drama Family Fantasy,7.5,7179
3818,movie,Stromberg - Der Film,2014.0,Comedy,7.3,7178
3821,movie,Summer of '42,1971.0,Drama Romance,7.2,7172
3824,movie,Particle Fever,2013.0,Documentary,7.4,7156
3827,movie,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,1980.0,Comedy,7.2,7147
3829,movie,"Amar, Akbar and Anthony",1977.0,Action Comedy Drama,7.5,7146
3831,movie,12:08 East of Bucharest,2006.0,Comedy Drama,7.4,7141
3833,movie,Miss Violence,2013.0,Drama,7.1,7132
3834,movie,Irina Palm,2007.0,Drama,7.2,7131
3835,movie,Manorama: Six Feet Under,2007.0,Crime Drama Mystery,7.6,7130
3836,movie,Love Letter,1995.0,Drama Romance,8.0,7130
3839,movie,Bad Blood,1986.0,Crime Drama Romance,7.3,7124
3840,movie,Summer Hours,2008.0,Drama Family,7.2,7124
3841,movie,Ridicule,1996.0,Comedy Drama History,7.4,7121
3843,movie,Come as You Are,2011.0,Comedy Drama,7.4,7121
3844,movie,Dear Diary,1993.0,Biography Comedy Drama,7.3,7116
3845,movie,The Taming of the Scoundrel,1980.0,Comedy Romance,7.7,7115
3846,movie,Who Killed Captain Alex?,2010.0,Action Comedy Crime,8.2,7111
3848,movie,Beanpole,2019.0,Drama War,7.1,7107
3849,movie,Barefoot Gen,1983.0,Animation Biography Drama,8.0,7105
3850,movie,Reconstruction,2003.0,Drama Romance,7.4,7100
3852,movie,The Beautiful Troublemaker,1991.0,Drama,7.7,7095
3853,movie,Why Don't You Play in Hell?,2013.0,Action Comedy,7.2,7094
3854,movie,Fellini's Casanova,1976.0,Biography Drama History,7.2,7093
3855,movie,Welcome,2009.0,Drama,7.5,7091
3857,movie,Polyester,1981.0,Comedy,7.1,7088
3860,movie,Zübük,1980.0,Comedy Crime,8.4,7074
3861,movie,The Paper Chase,1973.0,Comedy Drama,7.2,7073
3862,movie,Shirley Valentine,1989.0,Comedy Drama Romance,7.2,7072
3864,movie,The Dead,1987.0,Drama,7.3,7069
3867,movie,Landscape in the Mist,1988.0,Drama,8.0,7063
3868,movie,Children's Party,2011.0,Comedy Drama Family,7.4,7057
3870,movie,Lone Wolf and Cub: Sword of Vengeance,1972.0,Action Adventure,7.8,7039
3873,movie,"The Prize Winner of Defiance, Ohio",2005.0,Biography Drama,7.3,7028
3881,movie,The Great Father,2017.0,Action Crime Drama,7.3,7000
3883,movie,War Witch,2012.0,Drama War,7.1,6993
3885,movie,Frances,1982.0,Biography Drama Romance,7.4,6984
3886,movie,Trailer Park Boys: Countdown to Liquor Day,2009.0,Comedy Crime,7.4,6982
3887,movie,Hopscotch,1980.0,Adventure Comedy,7.1,6982
3889,movie,Secret Sunshine,2007.0,Drama,7.5,6977
3891,movie,The 4th Man,1983.0,Drama Mystery Thriller,7.2,6974
3892,movie,Listen to Me Marlon,2015.0,Biography Documentary,8.2,6970
3895,movie,Babyteeth,2019.0,Comedy Drama Music,7.1,6963
3897,movie,Lucifer,2019.0,Action Crime Drama,7.5,6961
3898,movie,The Plague Dogs,1982.0,Adventure Animation Drama,7.8,6959
3900,movie,Soul Food,1997.0,Comedy Drama,7.1,6956
3904,movie,Babies,2010.0,Documentary,7.1,6950
3908,movie,The Kid Stays in the Picture,2002.0,Biography Documentary,7.3,6939
3909,movie,Windstruck,2004.0,Comedy Crime Drama,7.2,6926
3910,movie,The Central Park Five,2012.0,Crime Documentary History,7.7,6926
3911,movie,Bad Cat,2016.0,Action Adventure Animation,7.2,6925
3914,movie,The Sky Is Pink,2019.0,Drama Romance,7.5,6918
3918,movie,Man on the Train,2002.0,Crime Drama Thriller,7.1,6909
3919,movie,Kamikaze Girls,2004.0,Comedy,7.2,6908
3920,movie,Drifting Clouds,1996.0,Comedy Drama,7.7,6907
3921,movie,The Secret of the Grain,2007.0,Drama,7.4,6900
3926,movie,Far from Men,2014.0,Drama War Western,7.2,6871
3927,movie,Summer,1986.0,Drama Romance,7.7,6870
3928,movie,Music Box,1989.0,Crime Drama Thriller,7.4,6867
3929,movie,Henry Fool,1997.0,Comedy Drama,7.2,6861
3930,movie,Dedh Ishqiya,2014.0,Comedy Drama Romance,7.1,6857
3931,movie,Vedam,2010.0,Action Drama,8.1,6857
3936,movie,No One Knows About Persian Cats,2009.0,Drama Music,7.1,6846
3937,movie,Robin Williams: Come Inside My Mind,2018.0,Biography Comedy Documentary,8.0,6845
3938,movie,Mad Detective,2007.0,Action Crime Mystery,7.2,6843
3940,movie,Pizza,2012.0,Horror Thriller,8.0,6839
3941,movie,Leningrad Cowboys Go America,1989.0,Comedy Music,7.1,6835
3942,movie,Aravindha Sametha,2018.0,Action Drama,7.6,6830
3943,movie,71 Fragments of a Chronology of Chance,1994.0,Drama,7.2,6826
3944,movie,As Far as My Feet Will Carry Me,2001.0,Action Adventure Drama,7.4,6818
3945,movie,Breathe,2014.0,Drama,7.1,6813
3946,movie,Third Star,2010.0,Drama,7.5,6806
3947,movie,Devils on the Doorstep,2000.0,Comedy Drama War,8.2,6797
3948,movie,April and the Extraordinary World,2015.0,Adventure Animation Comedy,7.3,6794
3949,movie,Ten,2002.0,Drama,7.5,6793
3952,movie,Yossi & Jagger,2002.0,Drama Romance War,7.1,6786
3953,movie,Bobby Fischer Against the World,2011.0,Biography Documentary History,7.4,6780
3954,movie,The Fear of 13,2015.0,Biography Crime Documentary,7.6,6778
3955,movie,Qarib Qarib Single,2017.0,Comedy Romance,7.1,6777
3957,movie,Berlin Blues,2003.0,Comedy Drama,7.2,6770
3959,movie,Ek Hasina Thi,2004.0,Crime Drama Mystery,7.5,6763
3960,movie,Jesus of Montreal,1989.0,Drama,7.5,6762
3961,movie,Behind the Sun,2001.0,Drama,7.6,6751
3962,movie,Love on a Leash,2011.0,Comedy Drama Fantasy,9.1,6749
3963,movie,Pixote,1981.0,Crime Drama,8.0,6747
3968,movie,Love in Another Language,2009.0,Drama,7.3,6737
3969,movie,Honey,2010.0,Drama,7.2,6736
3970,movie,Little Nemo: Adventures in Slumberland,1989.0,Adventure Animation Comedy,7.2,6732
3971,movie,Being Elmo: A Puppeteer's Journey,2011.0,Documentary,7.6,6731
3972,movie,Undefeated,2011.0,Documentary Sport,7.7,6728
3973,movie,Ulidavaru Kandanthe,2014.0,Crime Drama Thriller,8.4,6716
3974,movie,12 and Holding,2005.0,Drama,7.5,6703
3975,movie,A Letter to Momo,2011.0,Adventure Animation Comedy,7.3,6698
3976,movie,Torch Song Trilogy,1988.0,Comedy Drama Romance,7.7,6692
3977,movie,My Afternoons with Margueritte,2010.0,Comedy Drama,7.2,6692
3978,movie,A Werewolf Boy,2012.0,Fantasy Romance,7.3,6690
3980,movie,The Stupid Millionaire,1974.0,Comedy,8.0,6677
3983,movie,Get Me Roger Stone,2017.0,Biography Documentary,7.4,6669
3985,movie,Page 3,2005.0,Drama,7.3,6664
3986,movie,"Farewell, My Lovely",1975.0,Crime Mystery Thriller,7.1,6663
3987,movie,Leolo,1992.0,Comedy Drama,7.5,6653
3989,movie,The White Balloon,1995.0,Drama Family,7.7,6646
3990,movie,Aloko Udapadi,2017.0,Drama History,9.0,6642
3992,movie,Veda - Atatürk,2010.0,Biography Drama History,7.2,6640
3993,movie,Collapse,2009.0,Documentary,7.7,6639
3994,movie,An Angel at My Table,1990.0,Biography Drama,7.5,6636
3996,movie,Vettaiyaadu Vilaiyaadu,2006.0,Action Crime Thriller,7.9,6630
3997,movie,A Fond Kiss,2004.0,Drama Romance,7.1,6629
3998,movie,Ship of Theseus,2012.0,Drama,8.0,6625
4002,movie,See You in Montevideo,2014.0,Adventure Biography Comedy,8.2,6610
4003,movie,Maheshinte Prathikaaram,2016.0,Comedy Drama Thriller,8.3,6610
4004,movie,Welcome to Dongmakgol,2005.0,Comedy Drama War,7.7,6608
4005,movie,How to Make Money Selling Drugs,2012.0,Crime Documentary,7.6,6605
4006,movie,Dudes,2001.0,Comedy,7.9,6603
4008,movie,No Mercy,2010.0,Action Crime Thriller,7.5,6602
4010,movie,Red Army,2014.0,Biography Documentary History,7.6,6598
4011,movie,Inequality for All,2013.0,Documentary,8.0,6597
4012,movie,My Name Ain't Johnny,2008.0,Biography Crime Drama,7.2,6595
4013,movie,Cyborgs: Heroes Never Die,2017.0,Action Drama War,7.9,6595
4014,movie,Barking at the Stars,1998.0,Comedy Romance,8.7,6592
4015,movie,Tous les matins du monde,1991.0,Biography Drama History,7.5,6587
4016,movie,Cold Eyes,2013.0,Action Crime Thriller,7.1,6583
4017,movie,Warriors of the Rainbow: Seediq Bale I,2011.0,Action Drama History,7.5,6583
4018,movie,The True Cost,2015.0,Documentary Drama News,7.7,6578
4019,movie,Amici miei,1975.0,Comedy Drama,8.1,6578
4020,movie,No Smoking,2007.0,Drama Mystery Thriller,7.2,6575
4021,movie,Without Limits,1998.0,Biography Drama Sport,7.2,6569
4022,movie,The Invisible War,2012.0,Crime Documentary,7.6,6568
4023,movie,Whitney,2018.0,Biography Documentary Music,7.3,6568
4024,movie,Foxtrot,2017.0,Drama,7.3,6562
4026,movie,120,2008.0,Drama History War,7.3,6558
4027,movie,The Candidate,2018.0,Adventure Drama Thriller,7.2,6557
4029,movie,Athlete A,2020.0,Crime Documentary Sport,7.7,6556
4030,movie,Under the Same Moon,2007.0,Adventure Drama,7.3,6556
4032,movie,Just 6.5,2019.0,Action Crime Drama,7.9,6549
4034,movie,Almanya: Welcome to Germany,2011.0,Comedy Drama,7.2,6542
4035,movie,Kenny,2006.0,Comedy,7.2,6540
4038,movie,I Want to Eat Your Pancreas,2018.0,Animation Drama Family,7.9,6535
4041,movie,In Bloom,2013.0,Drama,7.6,6532
4043,movie,In the Shadow of the Moon,2007.0,Documentary History,8.0,6530
4044,movie,Tabu,2012.0,Drama Romance,7.4,6528
4045,movie,Four Minutes,2006.0,Drama Music,7.3,6526
4046,movie,Walk on Water,2004.0,Drama Mystery Thriller,7.3,6526
4047,movie,Assembly,2007.0,Action Biography Drama,7.3,6526
4048,movie,Uncle Frank,2020.0,Comedy Drama,7.2,6524
4050,movie,Dragon Ball Z: The Return of Cooler,1992.0,Action Animation Fantasy,7.1,6520
4053,movie,Banker Bilo,1980.0,Comedy Drama,7.6,6512
4054,movie,Graves End,2005.0,Mystery Thriller,8.8,6505
4055,movie,Who Can Kill a Child?,1976.0,Action Adventure Crime,7.3,6504
4056,movie,The Young Master,1980.0,Action Adventure Comedy,7.2,6503
4059,movie,Bhavesh Joshi Superhero,2018.0,Action Drama,7.6,6481
4061,movie,Delusions of Grandeur,1971.0,Adventure Comedy History,7.2,6471
4062,movie,A Summer's Tale,1996.0,Comedy Drama Romance,7.6,6469
4063,movie,Sami Blood,2016.0,Drama History,7.3,6468
4064,movie,The Brawler,2017.0,Action Drama Sport,8.0,6466
4065,movie,"Lacombe, Lucien",1974.0,Drama Romance War,7.7,6466
4071,movie,Awarapan,2007.0,Action Crime Drama,7.3,6451
4072,movie,Bears,2014.0,Documentary Family,7.4,6445
4076,movie,Undertow,2009.0,Drama Fantasy Romance,7.7,6434
4083,movie,The Ascent,1977.0,Drama War,8.3,6423
4085,movie,Summer 1993,2017.0,Drama Family,7.2,6422
4087,movie,Chloe in the Afternoon,1972.0,Comedy Drama Romance,7.7,6416
4089,movie,Through the Olive Trees,1994.0,Drama,7.8,6414
4090,movie,Five Deadly Venoms,1978.0,Action Drama Mystery,7.1,6414
4093,movie,23,1998.0,Drama Thriller,7.3,6411
4094,movie,Burden of Dreams,1982.0,Documentary,7.9,6408
4099,movie,Dark Days,2000.0,Documentary,7.8,6390
4100,movie,Memories of Matsuko,2006.0,Comedy Drama Musical,7.8,6389
4101,movie,Danton,1983.0,Biography Drama History,7.5,6384
4102,movie,Black Robe,1991.0,Adventure Drama History,7.1,6384
4103,movie,A Zed & Two Noughts,1985.0,Comedy Drama,7.4,6384
4104,movie,Twin Sisters,2002.0,Drama Romance War,7.4,6383
4106,movie,De Marathon,2012.0,Comedy Drama Sport,7.5,6377
4107,movie,Tarnation,2003.0,Biography Documentary,7.1,6376
4108,movie,102 Not Out,2018.0,Comedy Drama,7.4,6375
4112,movie,Agent Sai Srinivasa Athreya,2019.0,Action Comedy Crime,8.4,6343
4116,movie,Mudhalvan,1999.0,Action Drama Thriller,8.3,6322
4117,movie,Little England,2013.0,Drama Romance,7.8,6320
4120,movie,Laughing Eyes,1977.0,Comedy Drama Family,8.5,6318
4122,movie,Aferim!,2015.0,Adventure Comedy Drama,7.6,6313
4125,movie,McQueen,2018.0,Biography Documentary,7.8,6301
4126,movie,Steins Gate the Movie: Load Region of Déjà vu,2013.0,Animation Mystery Sci-Fi,7.8,6301
4127,movie,Aileen: Life and Death of a Serial Killer,2003.0,Crime Documentary,7.1,6299
4129,movie,Camera Buff,1979.0,Comedy Drama Romance,7.9,6284
4130,movie,The Pervert's Guide to Cinema,2006.0,Documentary,7.8,6281
4132,movie,Take My Eyes,2003.0,Adventure Drama Romance,7.4,6274
4135,movie,Atanarjuat: The Fast Runner,2001.0,Drama,7.5,6268
4136,movie,A Chinese Odyssey Part Two: Cinderella,1995.0,Action Adventure Comedy,8.0,6267
4137,movie,Lemon Tree,2008.0,Drama War,7.4,6265
4138,movie,King of Comedy,1999.0,Comedy Drama Romance,7.3,6264
4140,movie,The Boy and the World,2013.0,Adventure Animation Family,7.6,6253
4141,movie,I.D.,1995.0,Crime Drama,7.3,6249
4143,movie,Avicii: True Stories,2017.0,Biography Documentary Music,7.6,6246
4145,movie,Billa,2007.0,Action Crime Thriller,7.2,6243
4147,movie,Hamoun,1990.0,Drama,8.0,6240
4148,movie,The Pervert's Guide to Ideology,2012.0,Documentary,7.7,6238
